TRADEG,TDECDEG,MJD_OBS
23.09559200,-48.70597100,58377.32424874
5.16257900,-1.02591700,58375.30907467
73.13362500,-36.53236000,58461.06165511
28.31712100,-41.60505400,58453.21101660
324.42707900,-41.60516500,58430.10890550
13.23616700,-34.50341600,58452.04705745
39.96675000,-21.31499900,58454.17259475
60.22962100,-40.59091500,58456.09549114
49.59454600,-42.61941500,58428.32913261
345.04590000,-61.89441500,58449.04533970
65.69925000,-32.47505500,58456.19778203
90.37978300,-47.65705400,58440.33158838
315.84436700,-58.85055400,58431.03555675
325.05820400,-64.93735900,58431.05732634
26.24191700,-36.49894300,58374.35673907
79.40045800,-43.63336000,58461.13003101
23.57083300,-22.32955500,58454.08680706
49.87670800,-66.05322000,58489.12585041
355.58599600,-1.02597200,58375.29789074
25.95712500,4.04616700,58372.36349275
335.60574200,-56.82158200,58428.06924678
354.44194600,-42.61886000,58431.19065579
350.78998300,-0.01077800,58378.26410177
57.90470800,-40.59066500,58456.05817946
43.40425400,-21.31549900,58438.28919916
45.18482900,-36.53305400,58430.26618671
6.75687100,-2.04050000,58448.07905636
42.06740800,-61.89391500,58455.21166174
85.35487500,-38.56122100,58464.13271548
21.78182900,-21.31530500,58452.18298240
353.85778300,-49.72049900,58377.30851433
338.72810800,-53.77797100,58379.27299020
18.40059200,-38.52761000,58370.37223999
21.59420800,-30.41188800,58370.37524310
66.15420000,-28.41499900,58439.28441192
24.09433300,-35.48347100,58376.38674247
353.33585800,-47.69172100,58449.12424650
64.88587500,-58.85049800,58455.24288281
85.47600000,-53.77808200,58459.23031556
92.46249200,-46.64188700,58458.29158662
329.70732100,-56.82163700,58431.08203172
332.87503300,-55.80769300,58429.13440130
28.44009200,-19.28611100,58454.09236098
37.56532500,-32.47466600,58452.23545625
41.43482900,-30.44480500,58431.29370222
60.19849600,-17.25766600,58456.05344676
74.95790800,-43.63302600,58459.30243165
82.61800400,-29.43086000,58461.08545121
53.67495000,-40.58963800,58454.27946570
13.18362100,-65.46180400,58483.07859943
21.29533300,-64.93755400,58453.04369713
51.78045000,-16.24447200,58429.32138217
28.25416700,-17.25761100,58409.31117448
60.75195000,-34.50369300,58457.24650818
31.19212500,-46.67733200,58428.29466585
88.71679600,-50.70052600,58431.33897984
91.92886700,-35.48422100,58460.31331963
39.89687900,-23.34369400,58377.38575659
57.52000400,-38.56116600,58455.25983531
19.55500400,4.04616700,58372.32509664
70.77645000,-60.87969300,58455.31128453
92.72749600,-43.63338800,58480.07325894
336.11465800,-52.76383200,58375.28685138
68.03983300,-41.80672100,58492.14883414
56.21095400,-28.51802700,58490.13585158
42.50632500,-55.80710900,58455.22993412
82.74508300,-31.45949900,58462.12558759
34.00120400,-30.44544400,58452.23267550
355.58240800,1.00377800,58378.27244048
31.99729600,-31.45955500,58454.22385088
313.75920000,-42.61861000,58376.22999509
341.63799200,-62.90802600,58376.27466830
10.43458300,-57.83658200,58450.12227261
92.79274600,-39.54247100,58457.31768322
30.31425000,-23.31022200,58379.35658075
36.70340800,-66.15505400,58491.10860473
36.10903300,-65.93505400,58487.12137756
357.47182500,-44.15774900,58370.20673952
53.96383300,-42.61858200,58454.28086102
31.37503300,-35.51858200,58430.28129921
39.49554200,-56.82191500,58456.04962590
26.38570400,-51.74936000,58454.05529339
0.34757900,4.04597200,58430.14110206
40.97899600,-40.59080400,58430.24726824
40.28404600,-5.08402800,58453.17213234
38.70117100,-2.04005500,58401.33464832
88.03940800,-28.41669400,58465.17001822
351.91449200,-61.89427600,58449.06773478
8.62607900,-46.67772100,58430.21886529
22.01862100,-42.61872100,58431.23887181
58.98853300,-53.77777600,58431.33217617
87.05712100,-59.86519300,58460.15050455
37.47604600,-65.46183100,58483.05796192
71.34157500,-33.48908200,58459.07515846
27.54320800,3.03169400,58372.36759199
8.35940800,1.00286100,58448.07057862
91.27561700,-46.67699900,58480.09875431
73.60774600,-22.32869400,58458.06887226
21.01884200,-34.50269300,58431.26228201
24.90182900,-17.25763800,58409.30206788
22.22762900,-27.40166600,58377.39466507
316.60723300,-47.69155400,58419.06967584
28.44909200,-37.51249900,58380.34218572
322.09007900,-58.85027600,58431.06294310
83.09491700,-46.64336000,58492.19383405
53.41249600,-38.56222100,58430.32519254
21.56067100,-65.03913700,58481.06548806
311.61886700,-43.63363800,58419.05722358
48.87567100,-30.44480500,58431.29790462
345.99957100,-1.02527800,58378.25581822
16.85475000,-28.41652700,58452.19411699
47.45587500,-43.63391500,58428.29914718
35.00087900,-18.27216600,58409.27418909
32.20395000,-64.90377600,58371.26062055
70.89649600,-39.57561000,58459.10661493
34.17082500,-54.79216500,58380.38432584
60.52591700,-29.43108200,58457.24502375
33.75487500,-32.47408200,58454.22109850
59.36712100,-37.54666600,58455.26119779
9.17254600,-0.99200000,58370.33640958
341.54340000,-58.85069300,58379.27446851
309.52603300,-54.79255400,58430.05064964
309.55877900,-56.82249800,58390.07771674
32.28107900,-4.06911100,58451.19243106
357.74002500,-43.63419300,58430.19542818
347.59540400,-0.01100000,58428.01430846
89.16979600,-47.69147100,58480.09738431
16.70587500,-24.35855500,58379.36765815
71.67087100,-27.40197100,58459.22334736
84.04033300,-35.48274900,58458.28282450
64.13154200,-60.88041500,58456.22897989
14.75803300,-5.08358300,58449.10070860
56.34154600,-43.63313800,58454.28505646
338.48957900,-57.83552600,58376.27749462
84.11217100,-24.35822100,58462.12988762
15.04666700,-29.43066600,58378.37878361
35.10995800,-16.24319400,58438.26444859
50.94004600,-33.48966600,58430.33395807
2.22632900,-54.79308200,58450.10120275
65.26212100,-47.69194300,58459.05022305
73.68895400,-18.27047200,58458.26945403
44.33165800,-49.70374900,58464.05205618
83.99758300,-22.32913800,58462.10556599
53.50490800,-65.03897000,58480.12093803
341.58707900,-60.87952600,58375.25716202
83.04087100,-35.51780400,58460.29875348
74.74825400,-49.72136000,58456.24489617
43.24457900,-33.48924900,58455.15271507
41.15704600,-66.47635900,58491.11489743
11.55304600,1.00338900,58401.25217892
341.33569600,-42.61991500,58430.14373190
37.04520000,-7.11219400,58454.21206761
50.70091700,-42.58536000,58493.14479247
40.30329200,-1.02594400,58453.07289434
38.09737500,-24.35836000,58454.18823413
17.64920800,-42.61949900,58453.18749318
37.16020400,-53.77849800,58455.10704042
336.51403300,-48.70611000,58374.20323472
343.29720000,-44.15777600,58370.20084862
29.20150400,-36.53249900,58453.22760890
326.75690800,-48.70583200,58431.07918620
71.97192100,-19.28641600,58464.05428955
50.80078300,-31.45936000,58431.27256975
43.36262900,-25.37277700,58454.18223928
1.95100400,-3.05469400,58448.08467449
29.98767100,-54.75819300,58376.29224480
56.99229200,-19.28497200,58439.30005206
22.24474600,-36.49866600,58375.38963964
45.11599600,-18.27197200,58409.33666783
13.15190800,4.04644400,58448.07471479
23.92858300,-26.38744400,58454.10444709
75.15199600,-35.51777700,58461.11098313
77.18800400,-44.64755400,58459.30380485
77.30592100,-54.79349800,58456.21279997
23.09390800,-35.51777700,58455.04708108
88.52929600,-32.47461000,58465.18237150
62.49208300,-65.03897000,58480.11528745
78.43183300,-34.70641600,58491.18906134
9.95012900,4.04683300,58401.24119484
7.68271700,-29.43066600,58378.36222473
1.79904200,-45.66322100,58430.21332148
30.18400400,-15.22825000,58454.14075611
94.86853300,-59.83110900,58462.17583873
14.96425400,-25.37308300,58451.13297177
314.56020000,-50.73469300,58431.04676431
45.39445400,-56.82216500,58453.26519027
13.15167100,2.01769400,58449.07975253
70.31870800,-18.27283300,58456.26181858
32.31887900,-0.01252800,58429.22758395
13.48790800,-58.85094300,58450.12786149
28.53545800,-47.69172100,58455.08879315
13.18237500,-22.32952700,58379.37181655
306.67040800,-55.80810900,58390.07909332
76.36141700,-39.55816500,58492.15903985
21.15295400,-3.05477800,58428.19604988
30.54812900,-65.03924800,58481.05984468
34.67728300,-52.76405400,58455.10996958
358.09320000,-50.73508200,58377.33471224
51.95067100,-20.30227700,58429.29349647
43.49800400,-1.02552800,58401.34707008
341.41565800,-50.73505400,58375.20580951
358.30327500,-57.83613700,58377.27121012
32.12112100,-42.61874900,58454.23246647
95.57079200,-44.64802600,58480.10018049
92.46695800,-54.79360900,58456.25532137
60.03604600,-15.22838800,58455.20521125
25.24729600,-56.82166500,58454.04832327
27.50679200,-26.38747100,58454.11409044
23.73995800,-24.35847100,58454.10168170
20.01309200,-20.30080500,58452.17740888
79.86295400,-21.29824900,58492.18492978
48.64962100,-24.35894400,58438.30158492
82.90112900,-54.79283200,58455.33082116
79.31191700,-41.60544300,58457.34065288
47.28815800,-39.57597100,58428.33467901
66.44833300,-63.92252600,58454.25818100
68.25829600,-57.83613700,58455.24428644
52.63745800,-62.90905400,58453.27359223
43.49829200,1.00347200,58401.35121055
8.35487900,3.03200000,58448.06918425
63.64992100,-53.77785900,58454.31417616
89.13762100,-56.82169300,58460.24592853
0.36253300,-2.04077800,58429.12287550
327.81436700,-53.77822100,58431.08064141
71.13154600,-58.85049800,58455.24570606
322.96999600,-44.64777600,58431.09330816
80.01928300,-53.77833200,58455.32807421
350.10019600,-55.80752600,58449.04378989
83.99770400,-22.32980500,58460.21663914
28.48862900,-65.46180400,58483.06500476
324.73999600,-50.73466500,58431.08770912
19.73371700,-58.85088700,58453.11173580
352.38769600,1.00375000,58378.27527273
349.35202500,-64.93749800,58377.29481129
35.50425000,-2.04050000,58453.06871595
25.93734200,-0.01147200,58452.07347431
356.34002900,-40.59058200,58430.12758920
93.12545800,-55.77347100,58461.15717557
5.16478300,1.00369400,58378.30013533
80.59479200,-24.35844400,58459.28989878
85.66411700,-21.31530500,58460.21939250
23.28642100,-18.27202700,58409.29932728
304.37982100,-50.73494300,58401.11759144
336.83182500,-44.64763800,58376.20890304
37.82158300,-49.72080400,58453.25271465
63.31999600,-35.51877700,58430.31033036
21.07795400,-43.60008200,58371.21642183
334.04548300,-64.93730400,58428.06629651
94.05316700,-57.80230400,58462.17166884
83.95549600,-31.66297100,58491.14930695
38.57032500,-43.63388800,58428.31660498
25.93457900,2.01752800,58450.03854940
28.80679600,-34.50347100,58455.08103018
