TRADEG,TDECDEG,MJD_OBS
31.76899600,-31.98519300,58052.32803394
71.36067100,-18.25494400,58072.32613675
346.81453300,-0.99269400,58065.05129423
9.75604600,3.52113900,57987.32266969
44.98720400,-49.22938700,58044.35922892
58.45170000,-25.33877700,58128.18318187
61.53365800,-62.87485900,58139.14961526
46.66425000,-23.86861000,58075.29928297
68.35654600,-50.70036000,58156.05210902
2.76604600,-3.02000000,58038.18998629
22.38737900,-31.98486000,58054.28590439
92.91795000,-53.28849800,58140.13085454
0.64415800,-35.50144300,58048.09996418
33.81583300,-25.35605500,58044.27752484
358.41919600,-40.09861000,58038.20199751
85.14707900,-26.35416600,58168.15189788
12.01682900,-55.77324800,58095.08809200
59.98357500,-35.48416600,58162.09511549
44.90395400,3.52158300,58052.29692338
34.47665800,-34.46919300,58154.05734541
23.54945800,0.02122200,57993.38282577
57.00792100,-28.38294400,58159.10792469
28.59208300,-5.06863900,57997.32686920
49.21057500,-12.15122200,58110.18177582
85.10967100,-39.08541500,58160.17875970
332.46260800,-63.88833100,58045.07871742
75.03237100,-29.95458200,58157.14850024
4.37229200,-35.48447100,58048.11884390
354.57223300,-63.88858100,58066.13602871
17.76028300,-3.57991700,57993.30959403
76.14232500,-37.51272100,58171.11521775
326.92170000,-43.59977600,58073.09533517
8.64904600,-43.14322100,58072.20310951
15.20412100,-60.84577600,58077.11826377
318.52495400,-47.20083200,58039.01278736
330.92765800,-51.25886000,58021.08809908
341.18340000,-61.40294300,58010.16131223
36.75320800,-11.69686100,58056.29678329
67.47562500,-31.98491600,58140.17042768
25.77391700,-4.59394400,58048.24206240
78.91640800,-38.07108200,58160.15365690
318.65615800,1.49552800,58037.08176264
9.70345400,-62.41799800,58020.20119436
315.10277900,-42.60216500,58008.08312425
10.59553300,-22.29683300,58022.22720089
335.80336700,-43.59955400,58015.13071130
51.07037900,-19.25255500,58158.07727696
22.21509200,-13.16586100,58098.06948599
25.76008300,-43.61641500,58043.26866178
330.21012100,-49.68638700,58074.05902025
337.86624200,-46.64277600,58015.12520752
311.17382900,-58.81597000,58042.04290983
1.88637100,-55.31674800,58043.20270173
342.55603300,-46.64299900,58015.15988386
80.40545800,-41.57069300,58171.13257953
301.93137100,-59.84808200,58008.00309531
92.75325000,-46.18594300,58134.19694913
326.07124600,-43.59955400,58047.01784832
60.44083300,-60.84585900,58139.15929655
353.79740800,1.49230600,57988.24632401
2.58499600,-40.09863800,58047.25324677
16.74466700,-41.58622100,58015.38249002
78.11149600,-34.46969300,58171.11983226
6.86112100,-59.37466500,58020.21363507
20.79337500,-39.55724900,58015.38660383
10.67821700,-28.39983200,58020.23262498
66.45975000,-58.81694300,58139.17303652
25.18771700,-23.86827700,58080.21559489
1.01104600,-37.05594300,58046.21725330
14.39116700,-32.45883200,57996.29139796
83.94762100,-52.72972100,58169.14836539
53.20307900,-15.75297200,58076.23992609
72.15100400,-62.87430400,58137.08487646
359.82999200,-57.80188700,58046.14019149
16.43278300,-22.85463800,58022.24867503
38.72915800,-32.45577700,58026.34730990
23.81079200,-12.15102700,58109.12836226
17.16087100,-2.00741700,58020.25277272
12.36440800,-3.02191700,58022.31213282
65.02624600,-53.74327600,58163.10052997
38.82570000,-51.71544300,58096.10741896
70.02792100,-20.82438800,58081.33099759
36.73408300,-39.08613800,58077.26708521
94.38970400,-57.81902600,58141.15395443
76.96825400,-55.31627600,58137.15562345
16.13125400,-58.36008200,58023.35421404
86.30292100,-47.20069300,58137.16427548
72.20674600,-35.48413800,58168.11401676
89.56474600,-52.74666500,58085.28332557
358.93160800,-63.43244300,58020.18588025
39.75883300,-21.83941600,58080.25135671
89.49154600,-59.37363700,58163.07848344
36.88050000,-29.39683200,58125.13081515
47.74395000,-54.30294300,57995.40222010
30.60832500,-26.91099900,58081.23037890
1.53512900,-62.89241500,57987.26515415
47.00687900,-58.81619300,58137.13436938
37.92274600,-0.99205600,58096.12375577
58.43495800,-47.65724900,58136.18107592
0.68653300,-46.65963700,57986.26588209
327.81694600,-1.00783300,58037.04695031
311.31365800,-60.84574800,58041.04508289
10.76170400,-4.03638900,58022.30939124
352.38237100,-48.67186000,58066.09700205
28.41192100,-5.05005500,58094.11283359
76.21666700,-23.31022200,58161.07716116
13.96387500,0.02330600,58021.24468834
11.96362500,-57.80252600,58077.11000834
87.04228300,-25.35691600,58084.32645532
13.96570400,4.08044400,58023.23446486
322.82252900,-54.30183200,58010.12547908
326.02652900,-50.70058200,58075.04813415
20.38141700,-4.03711100,57997.32269421
30.71550000,-19.25219400,58128.10084824
66.47833300,-40.09994300,58138.18388101
46.76932500,-29.95455500,58083.27213970
65.02607900,-53.74402600,58155.14002296
7.37512500,-52.66230400,57983.36561389
311.67420000,-60.86258200,58014.01446928
59.31583300,-63.43269300,58073.33261561
37.76495800,-26.91108300,58081.25245254
25.86912100,-29.95327700,58046.31718723
9.75954200,-2.56436100,58014.24514101
7.37079200,-47.65774900,58095.09264039
52.29365800,-52.74630400,58044.35055164
52.77907500,-56.78780400,58132.15221536
96.00249200,-57.81908200,58141.15669314
91.06708300,-38.07111000,58133.19102347
66.04412900,-49.68591500,58156.04798659
53.70225000,-43.14336000,58129.13391908
30.50428300,-3.57891700,58075.13031712
14.68621700,-44.63116500,58041.25949349
10.72795400,-46.18713800,58077.15654746
14.82825000,-54.75874800,58094.08751875
337.74553300,-48.67177600,58015.12383786
54.81307500,-14.73780500,58097.20008840
61.82517100,-58.35985900,58130.18810467
65.74790800,-23.31027700,58158.11716750
34.71832500,-32.44030500,58154.05449295
37.86499600,-7.07916600,58102.07940031
58.57437100,-20.82497200,58127.17168483
344.20957500,-0.53563900,58066.01942957
38.99149600,-24.32441600,58128.12288779
8.89434200,-21.28161000,58046.19996001
339.96590800,-59.83105400,58072.09345217
313.91257500,-53.76130400,58008.04416037
36.88992100,4.53738900,58021.30666592
82.09787900,-23.86808300,58135.18398989
26.83340800,-6.06452800,58094.11008680
25.61882900,-15.19505500,58102.10968984
73.90828300,-42.58538800,58160.14678488
309.20165800,-57.34527600,58036.09951780
44.91520400,-22.85333300,58081.27309908
9.40532900,-52.72974800,58096.06176659
335.96540800,-64.90277600,58045.08147591
31.68907500,-28.39938800,58044.27342272
58.22983300,-23.31030500,58158.09930145
57.84550400,-34.46905500,58157.10834103
56.21357900,-55.31658200,58130.17713074
33.58862900,-40.55599900,58155.05698716
39.28920000,-31.98205500,58046.35293986
39.67849600,-53.28722100,58048.34992569
310.75599200,-50.70136000,58041.08294316
357.79982900,-47.65747100,58066.10527707
59.69854600,-13.72366600,58126.15282575
77.97082500,-24.32452700,58158.16153495
52.36692100,-54.75947100,57995.40500883
40.10754200,2.50752800,58080.14829836
85.48366700,-30.41083200,58170.14063536
8.19799600,-37.51294300,58098.04271869
354.07082900,-54.75877600,58041.24341670
69.75570000,-48.21513700,58102.29985500
74.99667100,-31.98494300,58140.17199683
69.78707900,-57.80124800,58163.12991401
22.60587100,-6.62225000,58072.16337538
42.70275000,-6.06377800,58055.31950484
10.10521700,-40.55591500,58045.23607368
29.35729600,-40.55602700,58155.04733193
1.18329200,2.05105500,58065.07364844
66.66395800,-32.44011000,58157.14159218
3.89229200,-39.54161000,58048.25929164
87.03049600,-27.36861000,58159.18660375
346.77302900,-61.86008100,58072.08220318
74.10417100,-56.33094300,58130.16705459
27.59559200,-40.10058200,58077.23962218
40.37325000,-33.45416600,58153.06804012
72.66837100,-41.11483200,58142.19477511
79.13899600,-44.15749900,58141.19176858
71.08282500,-57.34563700,58100.30118427
72.44803300,-60.84535900,58167.08966236
29.72250000,-32.99788800,58083.23484425
83.75353300,-29.41416600,58100.32950201
343.21561700,-42.12744300,57982.23178560
42.62637100,-16.20883300,58134.11153048
33.08207900,-53.74444300,58158.04301966
41.49670400,-20.82524900,58014.38413498
310.93782100,-54.75897100,58041.03732097
72.78583300,-21.28133300,58161.07010754
37.66195400,-15.19483300,58076.15838895
11.77474600,-63.89024800,58022.31785190
59.64600000,-51.71519300,58161.11039167
40.09825400,4.53641700,58073.18004905
62.64150000,-52.72952600,58161.10902024
35.47408300,-24.32463800,58136.10073953
66.72670400,-62.41788700,58100.27903897
42.37917100,-30.41136000,58136.11874683
300.11044600,-58.36027600,58014.02143148
4.98328300,-61.86044300,58053.21509937
21.69874600,-56.33094300,58096.05040567
64.09832900,-22.29616600,58164.08946587
2.56846700,-58.81630400,58046.14295483
62.75545400,-43.59988800,58162.11034682
63.68032500,-26.35330500,58128.19418529
29.57362500,-12.15163900,58102.10547973
46.52629600,-9.66494400,58055.32499806
33.70879600,2.50811100,58014.33608358
41.54170400,-18.79561100,58097.18724458
24.01687500,-16.20902700,58110.12102654
61.46945800,-21.28133300,58135.16014074
62.47003300,-21.28130500,58135.16426984
329.57536700,-46.18624900,58021.12042766
70.76912900,-51.71558200,58168.06977111
80.46537100,-62.41824800,58138.11607112
26.74804600,2.04852800,57992.35640952
56.04237100,-57.80249800,58139.12458579
24.83971700,-19.81119400,58022.26935818
61.93279600,-54.75885900,58164.07280867
39.47357900,-16.22555500,58045.27330909
28.54354600,-12.70925000,58075.18054396
9.18700400,-32.99855500,58075.10822780
342.44020400,-42.58524900,58015.14181552
323.17065000,-49.68644300,58077.03576701
44.97937500,-47.20044300,58098.23126538
331.67102900,-41.57127700,58043.17820936
14.64391700,-17.78144400,58075.14884047
14.75053300,-25.89738800,58074.16383458
14.15500400,-30.41158200,58102.12859309
15.57234200,-5.05091700,57999.39017139
332.87011700,-48.67186000,58073.10905055
323.60124200,-42.58527700,58047.01370597
73.95862500,-46.66044300,58079.29560262
42.20292100,-36.49816600,58136.13257475
30.52617100,-21.28127700,58136.08692979
353.57527500,-43.59969300,58064.04710199
12.98432900,-30.96786000,58046.29383259
36.76003300,-48.67241500,58139.10716648
313.35082500,-41.11486000,58019.05003660
317.41732500,-58.81619300,58045.05251484
332.13324200,-52.72977600,58074.06313451
54.46291700,-19.25261100,58158.08277478
56.23357500,-20.26705500,58158.08552204
90.01279600,-43.14291500,58137.18088177
52.62782900,-16.20877700,58156.07273038
46.91325000,-36.04280400,58077.29882626
330.83637100,-0.99255600,58048.04719907
310.73435800,-42.60249900,58008.05843119
17.17045400,-4.03650000,57999.39154886
315.46802900,-59.37419300,58039.02002438
343.61911700,1.03655600,58065.03616515
41.11753300,-0.99252800,58080.15103724
72.50674600,-29.39713800,58167.11632980
37.84303300,-57.80152600,58098.20596639
1.77283300,-1.55008300,58023.28119612
54.90475400,-25.33880500,58128.17494399
339.83382100,-63.88905400,58073.05370421
336.38095400,-64.91966500,58010.15035368
48.45590800,-41.57055400,58155.09433300
20.34937500,-52.74622100,58044.26590382
329.41753300,0.00494400,57984.22007498
311.43890800,-46.18663800,58008.06812546
58.68020800,-56.78752600,58161.08895978
327.64502900,1.03650000,58046.06137206
28.00408300,-44.61397100,58096.16973672
12.32537900,-25.33969400,58095.14554435
48.79549600,-64.44708100,58073.29888970
49.86703300,-49.22930400,58098.22561859
80.27449600,-20.82444400,58156.15953649
56.09125400,-30.96913800,58083.30809289
307.88799200,-63.88922000,58041.02514345
319.34140400,-51.25897100,58015.09296757
76.85807900,-18.79583300,58158.13650886
13.06520800,-53.28794300,58039.19384772
79.87024600,-29.39630500,58170.12540134
39.23037100,-18.23786100,58135.10650427
19.35267100,-59.37447000,58023.36245620
74.61754600,-46.18630400,58102.22009211
31.53157500,-0.99252800,58079.18239422
55.15666700,-20.82433300,58081.28961274
44.96100000,-43.14522100,58058.34816301
29.93875400,0.02213900,58073.16346537
321.71095400,-59.37447000,58020.09304738
346.81365000,1.03658300,58065.04718593
7.08012100,-36.04191600,58067.06448411
78.95112100,-58.81558200,58163.14377848
312.74585800,-43.60016500,58043.12989141
19.56812900,-14.73791600,58073.11720219
0.52607900,-55.77366500,58076.03502130
12.96004600,-4.59491700,57994.39616438
60.51792100,-35.02736000,58130.15618118
2.04782900,-52.66199800,57983.32367825
68.25792100,-52.74716500,58079.23225855
5.97028300,3.06580500,58048.17279132
332.93957900,-54.30224800,58021.08948479
356.29985800,-48.21516500,58021.15627982
31.85712100,-43.14305400,58096.17418165
318.65236700,-0.53347200,58037.08448946
58.74658300,-36.04099900,58099.26285329
33.86008300,-44.15749900,58096.17555335
20.17832900,-49.61905400,57983.40865056
67.19728300,-43.59977600,58160.13296919
311.20160800,-40.09980400,58037.02016805
33.40692100,-13.72352700,58096.12548708
59.23528300,-26.91169400,58074.32651273
95.67274600,-61.40252600,58163.06872744
38.52312100,-32.44033200,58136.11326057
34.51516700,-58.81622000,58137.09414045
9.92184200,-44.61358200,58097.09606909
14.04412500,-20.26691600,58080.17840751
44.90353300,-6.62169400,58021.32105121
6.94337900,-26.35369400,58023.29556054
39.68745000,4.06319400,58072.14636018
342.88327500,-54.75894300,58072.13638697
79.55100000,-52.27297100,58102.32191788
338.50845000,-52.27299800,58008.17302771
332.33282900,-43.14316500,58008.12887628
61.92912100,-15.75255500,58127.17716772
30.40725000,-7.63683300,58073.12840184
93.30757500,-44.15669300,58101.33066541
70.97179600,-36.04124900,58099.23839503
357.64270400,-62.87422000,58066.11656675
53.20432500,-54.30219300,58129.15272266
2.87533300,-38.07041600,58046.22136714
36.22558300,-43.14305400,58096.17970598
28.96959200,-60.38844300,58053.30934772
18.80090800,-40.57277700,58044.23969919
44.22133300,-33.45472100,58136.12428841
35.47366700,-24.32474900,58130.10567159
345.21598300,0.02208300,58065.04304645
87.61125000,-53.28780400,58129.15916153
16.33903300,-60.38883200,58074.07419559
81.43607900,-45.17172100,58161.12445199
69.01270400,-46.64283200,58167.07294154
52.93320000,-22.29602700,58158.09377337
10.43432900,-30.41149900,58096.13482528
1.30954600,-35.02702700,58046.21451162
353.20545000,-0.99236100,58072.05836530
81.87587900,-32.43972100,58170.13368644
92.74554200,-60.86244300,58100.26867159
59.49890800,-58.81641500,58161.09033146
27.08550000,-12.15127700,58100.14698177
73.22550000,-28.94013800,58157.15671081
324.45223300,1.03647200,58046.04902050
31.13512500,-36.04272100,58054.32302735
16.63612500,-43.59927600,58099.11442311
76.15078300,-35.48441600,58168.08654858
28.15157900,-24.32474900,58130.08636821
83.14882500,-40.09988800,58160.17738486
42.42670400,-28.38233200,58125.14314046
91.22032500,-49.70363700,58082.32087987
24.42887900,-57.81872000,58053.29696670
58.99075400,-24.88313800,58075.32538488
57.69920800,-17.22322200,58156.10444332
324.52910800,-53.74466500,58041.04818477
322.12648300,-54.75899800,58040.03087447
15.09087100,-40.09977700,58067.09787016
13.00396700,-39.08524900,58067.09512530
64.45345400,-25.89647100,58101.24485912
26.45428300,-18.79630500,58067.14780799
37.29267100,-23.30997200,58128.11875757
65.17040800,-42.58555400,58142.16692645
4.38170800,0.02338900,58038.18721022
29.82737900,-17.78144400,58100.13860628
35.29870400,3.52247200,58014.32060944
47.92682900,-29.39666600,58128.14735555
7.53970400,-6.06405500,58023.25838393
14.56532900,-5.60888900,57993.40305780
17.99503300,-17.78183300,58067.12864363
358.16840800,0.00425000,57988.24917352
43.30699600,-1.54950000,58055.30982145
55.76412100,-33.45466600,58157.10558804
324.00286700,-58.83335900,58007.11644009
61.75312500,-38.52763800,58162.11328539
355.11485800,-49.68638700,58066.08874978
33.09740800,-4.03538900,58075.13578827
308.19474200,-51.71574800,58041.07737817
304.43582900,-64.92052600,58036.03306407
88.19949200,-35.50191600,58086.32083240
53.78892100,-25.89722100,58074.31689501
23.76004600,-42.12866500,58096.15102799
326.46094600,-49.23002600,58015.08874328
71.35012500,-29.95472100,58156.13880882
67.07915800,-28.38294400,58159.12035976
330.16727900,-64.44641500,58039.04160781
76.10217100,-41.57055400,58167.12887552
307.95973300,-61.86030400,58041.01359517
308.22649600,-49.68724900,58040.07749932
15.33062900,-46.18688800,58076.08041943
18.96349600,-44.61374900,58099.11726426
21.79087500,-32.44058200,58102.13961953
1.91334200,-44.15744300,58046.10176269
76.00607900,-49.68613700,58169.12341166
3.65090800,-47.20130400,58022.20816023
42.71487100,-2.00655500,58135.09075661
49.33157900,-43.14302600,58102.19681261
20.14804600,-35.48316600,58081.20692141
26.16740800,-14.73697200,58021.27334519
16.57462500,-62.41774800,58066.12830800
70.37500400,-61.40374800,58138.14911509
57.25957500,-30.41180500,58159.09277134
31.70454200,-1.00894400,58048.20844830
60.61579600,-37.53036000,58073.27796366
2.83525400,-62.41799800,58020.17750938
26.89682900,-8.09308300,58109.11586875
357.97078300,-42.12838800,58044.23225959
342.78682500,-52.72988700,58072.13086410
64.27470000,-20.26661100,58156.11542802
306.17724200,-58.35983200,58021.01760019
43.28367100,-9.66461100,58047.24594120
78.46020000,-40.57208200,58101.28465340
344.82652500,-45.62852600,58015.15143469
4.36321700,4.08025000,58048.17692181
85.60265800,-47.65730400,58171.10646768
63.82504600,-48.67158200,58136.18801568
40.72487900,-41.11330400,58101.14527307
17.98820800,-32.44016600,58098.16635901
28.40154200,-14.73766600,58081.16628253
64.82728300,-21.83961000,58080.32307256
69.58078300,-28.94061000,58130.15310858
61.99345400,-30.96908200,58083.32319734
90.34800000,-34.01405500,58086.33059145
63.72707900,-57.80216500,58141.15891846
301.93132500,-59.84785900,58036.07133229
32.09745000,3.52250000,58014.29972719
75.89967100,-55.77230400,58163.13827472
73.07704600,-32.99877700,58138.19617935
35.25675000,-6.62325000,58022.29051860
14.73196700,-52.73002600,58094.08896190
342.62574200,-48.67199900,58072.11155994
349.75120400,-56.33072100,58015.16701781
352.32061700,-55.31624800,58015.16565392
21.95158300,-0.99194400,58014.27126061
46.69483300,-25.89733300,58074.30183797
328.23490400,-0.53563900,58047.04154687
46.61008300,-19.81049900,58080.27072911
48.07603300,-58.35958200,58047.34392611
326.41690400,-45.62866500,58074.04937456
23.55883300,-2.00791700,57993.38420209
301.93216700,-59.84774800,58021.01481190
88.78111700,-57.34549800,58161.15854489
8.41950000,-37.52974900,58044.21919105
30.52345400,-1.54897200,58021.34743709
25.81954600,-6.62127800,58021.35589093
74.14579600,-36.49888800,58168.08243665
21.25670800,-54.30260900,58076.09990553
12.96995800,-22.85455500,58022.23409104
86.40529600,-19.25294400,58168.13787368
54.08578300,-11.13688900,58158.06572867
35.31766700,-34.01224900,58083.24039816
51.68158300,-50.70113700,58160.07821079
61.90825400,-43.59983200,58162.10896292
31.49512500,-41.58799900,58041.27568028
15.75642100,-62.89072000,58044.25422993
26.14787900,-31.98491600,58054.29417871
25.06437100,-28.38205500,58083.22513011
43.17478300,-23.86858300,58075.29242628
343.42648300,-62.87441500,58039.08895942
83.78904200,-22.85352700,58158.16570347
333.91890000,-48.21544300,58015.12098887
79.45429600,-60.86258200,58082.27968514
304.66835800,-60.84574800,58041.02374845
55.75757900,-12.15144400,58158.07265606
59.99432900,-17.78102700,58081.30199061
27.40134200,-5.60825000,58072.17298505
71.11087500,-34.01305500,58138.19344680
357.99365800,0.02275000,58075.02875589
32.51745000,-20.28408300,57995.36436982
54.15900000,-13.16541600,58156.07685543
